,disciplina,numero_questao,assunto,enunciado,alternativas,gabarito
166,adm_geral,Questão 167:, Gestão da Inovação e Empreendedorismo,"Um determinado órgão público, sob a liderança de seus administradores, pretendeu inovar seus processos de trabalho. Após diversas reuniões, elaboração de documentos, palestras de especialistas e conclusões, o grupo de trabalho, nomeado para promover as inovações, sugeriu adaptar as rotinas existentes a tecnologias de informação disponíveis. Tal resultado obtido pode ser classificado como inovação"," a)  incremental.
 b)  bottom-up.
 c)  de serviço.
 d)  periférica.
 e)  auxiliar.",A
167,adm_geral,Questão 168:, Governança Corporativa,"Dentre as recomendações para promover a governança corporativa, há de que prevaleça a relação de confiança entre os agentes. Essa recomenda o tratamento justo com todas as partes interessadas. Tal prática prevê que haja"," a)  legitimidade.
 b)  legalidade.
 c)  publicidade.
 d)  equidade.
 e)  transparência.",D
168,adm_geral,Questão 169:, Noções introdutórias (OSM),"O gerenciamento de rotinas engloba um conjunto de ações e verificações contínuas para que os colaboradores consigam desenvolver, de maneira satisfatória, as atividades apresentadas. Um dos fatores que afetam negativamente o gerenciamento ideal das rotinas de uma empresa ou instituição é a
 a)  averiguação.
 b)  antecipação.
 c)  procrastinação.
 d)  prospecção.
 e)  ponderação."," a)  averiguação.
 b)  antecipação.
 c)  procrastinação.
 d)  prospecção.
 e)  ponderação.",C
169,adm_geral,Questão 170:, Administração burocrática,"Os funcionários públicos de uma prefeitura acompanharam, com atenção, a eleição de um candidato que defende um modelo de administração pública gerencialista inspirado, sobretudo, no modelo proposto por Bresser-Pereira. Tal concepção difere do modelo burocrático de gestão. Diante disso, espera-se que o prefeito recém-eleito fomente e implemente
 a)  uma gestão pública baseada em leis racionais e controles baseados em normas e procedimentos padrão.
 b)  projetos de inovação, com eficiência e eficácia, em consonância com as leis e costumes locais.
 c)  iniciativas efetivas de gestão, com conselhos de notáveis e estruturada com base no conjunto de costumes.
 d)  órgãos de controle, com a participação social e pautados pela transparência pública.
 e)  procedimentos baseados em indicadores de qualidade, pautados pela transparência e calcados nos costumes."," a)  uma gestão pública baseada em leis racionais e controles baseados em normas e procedimentos padrão.
 b)  projetos de inovação, com eficiência e eficácia, em consonância com as leis e costumes locais.
 c)  iniciativas efetivas de gestão, com conselhos de notáveis e estruturada com base no conjunto de costumes.
 d)  órgãos de controle, com a participação social e pautados pela transparência pública.
 e)  procedimentos baseados em indicadores de qualidade, pautados pela transparência e calcados nos costumes.",D
170,adm_geral,Questão 171:, A reforma burocrática no Brasil,"A linha do tempo da evolução histórica das reformas administrativas brasileiras indica que o
 a)  órgão encarregado da reforma administrativa que implementou a fase burocrática foi o DASP, a partir de 1936.
 b)  marco legal da forma patrimonialista foi a Lei nº 4.320, que estatuiu normas gerais de direito financeiro, orçamentos e balanços da União, dos Estados e dos Municípios brasileiros.
 c)  marco legal da forma gerencial foi o Decreto-Lei nº 200, que estabeleceu a organização federal, dispôs sobre a reforma administrativa e promoveu o plano avança Brasil.
 d)  órgão encarregado da reforma administrativa que implementou a fase patrimonialista foi o MARE, a partir de 1902.
 e)  órgão encarregado da reforma administrativa que implementou a fase gerencial foi o DASP, a partir de 1995."," a)  órgão encarregado da reforma administrativa que implementou a fase burocrática foi o DASP, a partir de 1936.
 b)  marco legal da forma patrimonialista foi a Lei nº 4.320, que estatuiu normas gerais de direito financeiro, orçamentos e balanços da União, dos Estados e dos Municípios brasileiros.
 c)  marco legal da forma gerencial foi o Decreto-Lei nº 200, que estabeleceu a organização federal, dispôs sobre a reforma administrativa e promoveu o plano avança Brasil.
 d)  órgão encarregado da reforma administrativa que implementou a fase patrimonialista foi o MARE, a partir de 1902.
 e)  órgão encarregado da reforma administrativa que implementou a fase gerencial foi o DASP, a partir de 1995.",A
171,adm_geral,Questão 172:, Tópico Mesclado de Modelos Teóricos de Gestão Pública,"As reformas administrativas empreendidas no Brasil tiveram como datas históricas de referência os anos de
 a)  1930, 1967 e 1994.
 b)  1936, 1964 e 1988.
 c)  1942, 1971 e 2004.
 d)  1938, 1967 e 1995.
 e)  1930, 1964 e 1988."," a)  1930, 1967 e 1994.
 b)  1936, 1964 e 1988.
 c)  1942, 1971 e 2004.
 d)  1938, 1967 e 1995.
 e)  1930, 1964 e 1988.",D
172,adm_geral,Questão 173:, Principais Teóricos - Gurus da Qualidade,"O ciclo de Shewhart, baseado nos passos: Plan, Do, Check e Action, que deveriam ser repetidos com o conhecimento acumulado das aplicações anteriores do mesmo ciclo, foi uma metodologia de avaliação da qualidade divulgada por"," a)  Deming.
 b)  Ishikawa.
 c)  Feigenbaum.
 d)  Juran.
 e)  Dodge.",A
173,adm_geral,Questão 174:, Outros Métodos e Ferramentas,"Para implementar um sistema de gestão da qualidade, determinada Prefeitura Municipal, por meio de seus servidores, fez um levantamento de informações e as sistematizou. Para bem atender a essa iniciativa de melhoria, as ferramentas utilizadas poderiam ter sido"," a)  gráficos de Pareto, em que as relações de causa e efeito podem ser melhor compreendidas.
 b)  histogramas, em que as frequências das ocorrências ficam melhor identificadas.
 c)  fluxogramas, em que os dados puderam ser separados de forma clara e agrupada.
 d)  dot-plots, em que os caminhos e as trilhas das diversas etapas dos trabalhos realizados podem ser visualizados.
 e)  diagrama Fishbone, em que a importância relativa da frequência de eventos pode ser quantificada.",B
174,adm_geral,Questão 175:, Tópico Mesclado de Métodos e Ferramentas,"Fluxograma, Diagrama de Ishikawa e Diagrama de Pareto são ferramentas para a gestão da qualidade. Cada uma delas corresponde, respectivamente, a
 a)  identificação de falhas e variáveis, relacionamento de eventos com variáveis e busca de satisfação de clientes.
 b)  representação em figuras geométricas de processos, melhoria contínua de processos e meio de detecção de falhas e variáveis.
 c)  identificação de etapas do trabalho, relações de causa e efeito e determinação de principais problemas.
 d)  análise de comportamento de variáveis, relacionamento de falhas e eventos e levantamento gráfico de processos.
 e)  tabelas ou planilhas de coleta de informações, instrumento de melhoria de processos e relacionamento estatístico de eventos."," a)  identificação de falhas e variáveis, relacionamento de eventos com variáveis e busca de satisfação de clientes.
 b)  representação em figuras geométricas de processos, melhoria contínua de processos e meio de detecção de falhas e variáveis.
 c)  identificação de etapas do trabalho, relações de causa e efeito e determinação de principais problemas.
 d)  análise de comportamento de variáveis, relacionamento de falhas e eventos e levantamento gráfico de processos.
 e)  tabelas ou planilhas de coleta de informações, instrumento de melhoria de processos e relacionamento estatístico de eventos.",C
175,adm_geral,Questão 176:, Noções Introdutórias de Administração ou Gestão de Projetos,"Considerando o ciclo de vida de um projeto, bem como os impactos relacionados aos riscos, às incertezas e aos custos das mudanças ao longo do tempo do projeto, assinale a alternativa correta.
 a)  Na etapa de execução do projeto, caso o planejamento tenha sido realizado, não há os riscos inerentes ao projeto.
 b)  A medida que se aproxima o fim do projeto, os custos das mudanças tendem a aumentar.
 c)  Os riscos e incertezas estão mais presentes no encerramento do que no início do projeto.
 d)  Como os custos das mudanças são dinâmicos, não constituem uma questão fundamental no momento do início do projeto.
 e)  No plano do gerenciamento do projeto, ainda não há riscos e incertezas, apenas previsões de cenários."," a)  Na etapa de execução do projeto, caso o planejamento tenha sido realizado, não há os riscos inerentes ao projeto.
 b)  A medida que se aproxima o fim do projeto, os custos das mudanças tendem a aumentar.
 c)  Os riscos e incertezas estão mais presentes no encerramento do que no início do projeto.
 d)  Como os custos das mudanças são dinâmicos, não constituem uma questão fundamental no momento do início do projeto.
 e)  No plano do gerenciamento do projeto, ainda não há riscos e incertezas, apenas previsões de cenários.",B
176,adm_geral,Questão 177:, Noções Introdutórias de Administração ou Gestão de Projetos,"Em busca pela melhoria dos resultados de uma organização, o diretor administrativo propôs que os funcionários utilizassem a gestão de projetos em seus setores. Nesse sentido, argumentou, corretamente, que isso resultaria em
 a)  aumento no controle, redução no tempo, ampliação de mercado e eliminação de pessoas pouco produtivas.
 b)  ampliação do escopo de mercado, otimização dos recursos, gestão do tempo e melhoria na motivação das pessoas.
 c)  redução de custo, otimização de tempo, controle de risco e mais engajamento das equipes.
 d)  diminuição das perdas e riscos, aumento no controle, destituição das pessoas menos produtivas.
 e)  elevação dos resultados, melhor controle dos processos, possibilidade de inovação e gestão de pessoas por competências."," a)  aumento no controle, redução no tempo, ampliação de mercado e eliminação de pessoas pouco produtivas.
 b)  ampliação do escopo de mercado, otimização dos recursos, gestão do tempo e melhoria na motivação das pessoas.
 c)  redução de custo, otimização de tempo, controle de risco e mais engajamento das equipes.
 d)  diminuição das perdas e riscos, aumento no controle, destituição das pessoas menos produtivas.
 e)  elevação dos resultados, melhor controle dos processos, possibilidade de inovação e gestão de pessoas por competências.",C
177,adm_geral,Questão 178:, Noções Introdutórias de Administração ou Gestão de Projetos,"Leia o texto
.
KC-390 é a realização de um projeto de 10 anos

Há pouco mais de dez anos, em 14 de abril de 2009, durante a feira de defesa LAAD, a Força Aérea Brasileira e a Embraer assinaram o contrato para o desenvolvimento do KC-390. O projeto desenvolvido ao longo de uma década chegou ao seu ápice hoje, 4 de setembro de 2019, quando a FAB recebeu sua primeira aeronave.

(KC-390 é a realização de um projeto de 10 anos. set. de 2019)

Conceitualmente, o “Projeto KC-390” pode ser considerado um projeto, porque foi
 a)  o desenvolvimento de uma ação rotineira da FAB e da Embraer.
 b)  realizado em parceria, envolvendo mais de um desenvolvedor.
 c)  financiado com recursos públicos.
 d)  um empreendimento com resultados duradouros.
 e)  um esforço temporário para criar um novo produto."," a)  o desenvolvimento de uma ação rotineira da FAB e da Embraer.
 b)  realizado em parceria, envolvendo mais de um desenvolvedor.
 c)  financiado com recursos públicos.
 d)  um empreendimento com resultados duradouros.
 e)  um esforço temporário para criar um novo produto.",E
178,adm_geral,Questão 179:," Conceito de Políticas Públicas. Tipos de políticas públicas (distributivas, regulatórias, etc)","Política pública representa um conjunto de meios, decisões e ações, que congregam diferentes atores e concentram esforços, utilizados pelos governos com vistas a mudar uma realidade, efetivar direitos e atender necessidades público-sociais. Entre os métodos existentes para formulação de políticas, há o denominado Racional-compreensivo e, sobre ele, é correto afirmar que"," a)  consiste numa tese (lógica racional), numa antítese (lógica incremental), que culminam numa síntese/mix.
 b)  contempla um conjunto de soluções não vinculadas a um problema e/ou objetivo específico, apresentadas por atores estatais e não estatais.
 c)  estabelece um processo que busca garantir gradualmente a obtenção de equilíbrio dinâmico com o entorno social e organizacional por meio de mudanças paulatinas nas diretrizes.
 d)  parte do pressuposto que a intervenção por meio de políticas públicas deve ter sustentação em ampla análise prévia dos problemas sociais que contextualizam a situação-problema a ser resolvida.
 e)  as ações político-administrativas, nesse método, teriam de ser conduzidas de modo flexível, seguindo trajetória sustentada em bases históricas, já sedimentadas, que permitam algum nível de projeção emanadas de políticas mais globais.",D
179,adm_geral,Questão 180:," Conceito de Políticas Públicas. Tipos de políticas públicas (distributivas, regulatórias, etc)","As ações públicas de governos visam produzir resultados e impactos sociais. Quando essas ações são articuladas e explicitam propósitos claros são denominadas como políticas públicas. Indique, dentre as alternativas, qual delas corresponde a uma ação passível de ser interpretada como pertencente a uma política pública."," a)  Emissão de Registro Geral, RG.
 b)  Reforma de próprios públicos.
 c)  Cobrança de impostos e taxas.
 d)  Fiscalização de mananciais.
 e)  Implantação de posto de saúde.",E
180,afo,Questão 1:, Princípios Orçamentários,"Considere o princípio fundamental da atividade da Administração Pública no regime democrático que é justificado especialmente pelo fato de o orçamento ser fixado em lei, sendo este que autoriza aos Poderes a execução de suas despesas. Esse princípio é o da"," a)  Publicidade.
 b)  Totalidade.
 c)  Periodicidade.
 d)  Exclusividade.
 e)  Universalidade.",A
181,afo,Questão 2:, Princípios Orçamentários,"O Princípio orçamentário estabelecido pelo caput do artigo 2o da Lei no 4.320/1964, que determina existência de orçamento único para cada um dos entes federados – União, estados, Distrito Federal e municípios – com a finalidade de se evitarem múltiplos orçamentos paralelos dentro da mesma pessoa política, é o princípio da"," a)  Universalidade.
 b)  Exclusividade.
 c)  Anualidade ou periodicidade.
 d)  Legalidade.
 e)  Unidade ou totalidade.",E
182,afo,Questão 3:, Princípios Orçamentários,"Determina a Constituição Federal que a lei orçamentária anual não conterá dispositivo estranho à previsão da receita e à fixação da despesa, não se incluindo na proibição a autorização para abertura de créditos suplementares e contratação de operações de crédito, ainda que por antecipação de receita, nos termos da lei. Referida disposição constitucional impõe o Princípio Orçamentário da"," a)  pureza orçamentária.
 b)  unidade.
 c)  totalidade.
 d)  especificação.
 e)  exatidão orçamentária.",A
183,afo,Questão 4:, Princípios Orçamentários,"Quando a Lei no 4.320/64 impõe no art. 3o que “A Lei do Orçamento compreenderá todas as receitas, inclusive as operações de crédito autorizadas em lei” e no art. 6o que “Todas as receitas e despesas constarão da Lei do Orçamento pelos seus totais, vedadas quaisquer deduções”, está consagrando, respectivamente, os princípios orçamentários da"," a)  unidade e da especificação.
 b)  unidade e do orçamento incremental.
 c)  totalidade de ingressos e da especificação.
 d)  universalidade e do orçamento bruto.
 e)  da integralidade e da totalidade.",D
184,afo,Questão 5:, Princípios Orçamentários,O princípio orçamentário pelo qual se estabelece que a LOA não conterá dispositivo estranho à previsão da receita e à fixação da despesa é o da," a)  Anualidade.
 b)  Uniformidade.
 c)  Exclusividade.
 d)  Universalidade.
 e)  Legalidade.",C
185,afo,Questão 6:, Princípios Orçamentários,"Analise o texto e responda à questão. Previsto no § 8º do art. 165 da Constituição Federal, estabelece que a LOA não conterá dispositivo estranho à previsão da receita e à fixação da despesa. Ressalvam­ -se dessa proibição a autorização para abertura de crédito suplementar e a contratação de operações de crédito, nos termos da Lei.
O texto trata do seguinte princípio orçamentário:"," a)  anualidade ou periodicidade.
 b)  universalidade.
 c)  compreensibilidade.
 d)  exclusividade.
 e)  tempestividade.",D
186,afo,Questão 7:, Princípios Orçamentários,"O princípio orçamentário orientado pela Lei nº 4.320/64 que por força de lei obriga se registrarem receitas e despesas na LOA pelo valor total e bruto, vedadas quaisquer deduções, é chamado de"," a)  unidade ou totalidade.
 b)  exclusividade.
 c)  legalidade.
 d)  transparência.
 e)  orçamento bruto.",E
187,afo,Questão 8:, Princípios Orçamentários,São princípios orçamentários:," a)  anualidade, integralidade e consolidação.
 b)  Exclusividade, legalidade e relevância.
 c)  unidade, universalidade e anualidade.
 d)  não vinculação de receitas de impostos, exclusividade e tempestividade.
 e)  orçamento bruto, anualidade e integralidade.",C
188,afo,Questão 9:, Princípios Orçamentários,"Os princípios orçamentários visam estabelecer regras básicas, a fim de conferir racionalidade, eficiência e transparência aos processos de elaboração, execução e controle do orçamento público. O princípio que visa evitar múltiplos orçamentos dentro da mesma pessoa política é o"," a)  da totalidade.
 b)  da universalidade.
 c)  da exclusividade.
 d)  da programação.
 e)  do equilíbrio.",A
189,afo,Questão 10:, Princípios Orçamentários,"Considere o princípio orçamentário, previsto no art. 2º da Lei nº 4.320/64, que determina a existência de orçamento único para União, Estados, Distrito Federal e Municípios, com o fito de evitar diversos orçamentos paralelos dentro da mesma pessoa política, determinando que todas as receitas previstas e despesas fixadas, em cada exercício financeiro, devem integrar um único documento legal dentro de cada esfera federativa. Trata-se do princípio da"," a)  Universidade.
 b)  Periodicidade.
 c)  Exclusividade.
 d)  Competência.
 e)  Unidade.",E
190,afo,Questão 11:, Princípios Orçamentários,"Princípios orçamentários, em seu conjunto, têm por finalidade permitir que o orçamento público
 a)  garanta direitos sociais e individuais.
 b)  reduza despesas e receitas.
 c)  tenha racionalidade e eficiência.
 d)  reduza interesses conflitantes.
 e)  promova o equilíbrio regional."," a)  garanta direitos sociais e individuais.
 b)  reduza despesas e receitas.
 c)  tenha racionalidade e eficiência.
 d)  reduza interesses conflitantes.
 e)  promova o equilíbrio regional.",C
191,afo,Questão 12:, Princípios Orçamentários,"Entre os princípios orçamentários estabelecidos nas normas brasileiras de contabilidade pública, encontra-se aquele que determina a publicação dos relatórios sobre a execução orçamentária e a disponibilização, para qualquer pessoa, das informações sobre a arrecadação da receita e a execução da despesa. Trata-se do princípio
 a)  da transparência.
 b)  da publicidade.
 c)  da universalidade.
 d)  da moralidade.
 e)  da não exclusividade."," a)  da transparência.
 b)  da publicidade.
 c)  da universalidade.
 d)  da moralidade.
 e)  da não exclusividade.",A
192,afo,Questão 13:, Princípios Orçamentários,"O Princípio Orçamentário da Especificação ou da Discriminação, constante do art. 5º da Lei nº 4.320/1964, estatui que
 a)  todas as receitas e despesas devem constar do Orçamento pelos seus totais, vedadas quaisquer deduções.
 b)  é proibida a vinculação de receita orçamentária a órgão, fundo ou despesa, salvo por expressa disposição constitucional ou projeto de lei aprovado pelo Congresso Nacional por pelo menos 2/3 dos votos desse colegiado.
 c)  o Orçamento não deve conter dotações globais destinadas a atender diversas despesas de natureza diferente, exceto os programas especiais de trabalho previstos no art. 20 da Lei nº 4.320/1964.
 d)  o exercício financeiro deve coincidir com o ano civil.
 e)  a lei orçamentária anual não deve conter dispositivo estranho à previsão de receita e à fixação de despesa."," a)  todas as receitas e despesas devem constar do Orçamento pelos seus totais, vedadas quaisquer deduções.
 b)  é proibida a vinculação de receita orçamentária a órgão, fundo ou despesa, salvo por expressa disposição constitucional ou projeto de lei aprovado pelo Congresso Nacional por pelo menos 2/3 dos votos desse colegiado.
 c)  o Orçamento não deve conter dotações globais destinadas a atender diversas despesas de natureza diferente, exceto os programas especiais de trabalho previstos no art. 20 da Lei nº 4.320/1964.
 d)  o exercício financeiro deve coincidir com o ano civil.
 e)  a lei orçamentária anual não deve conter dispositivo estranho à previsão de receita e à fixação de despesa.",C
193,afo,Questão 14:, Princípios Orçamentários,"Os Princípios Orçamentários visam estabelecer diretrizes norteadoras básicas, a fim de conferir                    para os processos de elaboração, execução e controle do orçamento público.

Assinale a alternativa que complete o texto corretamente.
 a)  tempestividade, competência e eficácia
 b)  exclusividade, competência e eficiência
 c)  legalidade, racionalidade e plurianualidade
 d)  racionalidade, eficiência e transparência
 e)  atividade, transparência e efetividade"," a)  tempestividade, competência e eficácia
 b)  exclusividade, competência e eficiência
 c)  legalidade, racionalidade e plurianualidade
 d)  racionalidade, eficiência e transparência
 e)  atividade, transparência e efetividade",D
194,afo,Questão 15:, Princípios Orçamentários,"Na Lei Orçamentária Anual (LOA) de um determinado município, constou um artigo permitindo a abertura de crédito suplementar até determinado valor. Tal caso constitui uma exceção ao princípio orçamentário da
 a)  legalidade.
 b)  continuidade.
 c)  unidade.
 d)  exclusividade.
 e)  anualidade."," a)  legalidade.
 b)  continuidade.
 c)  unidade.
 d)  exclusividade.
 e)  anualidade.",D
195,afo,Questão 16:, Princípios Orçamentários,"Os Princípios Orçamentários visam estabelecer diretrizes norteadoras básicas, a fim de conferir racionalidade, eficiência e transparência para os processos de elaboração, execução e controle do orçamento público. Assinale a alternativa que apresenta Princípios Orçamentários:
 a)  Competência e Caixa.
 b)  Orçamento Bruto e Competência.
 c)  Unidade e Relevância.
 d)  Unidade e Universalidade.
 e)  Universalidade e Representação Fidedigna."," a)  Competência e Caixa.
 b)  Orçamento Bruto e Competência.
 c)  Unidade e Relevância.
 d)  Unidade e Universalidade.
 e)  Universalidade e Representação Fidedigna.",D
196,afo,Questão 17:, Princípios Orçamentários,"Princípios orçamentários têm por finalidade propiciar elementos para que os orçamentos públicos sejam elaborados, executados e controlados com maior racionalidade, eficiência e transparência.

Sendo assim, assinale a alternativa que apresenta os princípios que derivam de normas jurídicas.
 a)  Totalidade, neutralidade e centralização.
 b)  Unidade, equidade e racionalidade.
 c)  Exclusividade, anualidade e transparência.
 d)  Não afetação, proporcionalidade e publicidade.
 e)  Periodicidade, efetividade e equivalência."," a)  Totalidade, neutralidade e centralização.
 b)  Unidade, equidade e racionalidade.
 c)  Exclusividade, anualidade e transparência.
 d)  Não afetação, proporcionalidade e publicidade.
 e)  Periodicidade, efetividade e equivalência.",C
197,afo,Questão 18:, Princípios Orçamentários,"Recentemente, o governo federal iniciou debate público a respeito do excesso de vinculações de receitas no ordenamento nacional, propondo a alteração das regras constitucionais que tratam desse tema. Com relação às regras atualmente vigentes a respeito do assunto, é correto afirmar que"," a)  a Constituição exige lei complementar para a vinculação de receitas a órgão específico.
 b)  é necessária a previsão em lei específica para a vinculação da receita de impostos a fundos públicos.
 c)  é necessária prévia autorização legal para a criação de fundos públicos aos quais sejam vinculadas receitas decorrentes da arrecadação de taxas.
 d)  as receitas decorrentes da arrecadação de contribuições sociais têm a sua aplicação necessariamente vinculada ao objeto de sua criação.
 e)  as receitas vinculadas por meio de decreto do chefe do Poder Executivo não podem ser desvinculadas por meio de lei, em respeito à separação de poderes.",C
198,afo,Questão 19:, Despesas com Pessoal e Seguridade Social na LRF (arts. 18 a 24),"No que se refere à despesa total com pessoal, em cada período de apuração, o Município não poderá exceder o percentual da receita corrente líquida de"," a)  50% (cinquenta por cento), não sendo computadas as despesas de indenização por demissão de servidores e as despesas com inativos, custeadas por recursos provenientes da arrecadação de contribuições dos segurados.
 b)  60% (sessenta por cento), não sendo computadas as despesas relativas a incentivos à demissão voluntária, e sendo incluídas as despesas de indenização por demissão de empregados.
 c)  50% (cinquenta por cento), não sendo computadas as despesas com inativos, custeadas por recursos provenientes da arrecadação de contribuições dos segurados e incluídas as despesas relativas a incentivos à demissão voluntária.
 d)  60% (sessenta por cento), não sendo computadas as despesas relativas a incentivos à demissão voluntária e incluídas as despesas com inativos, custeadas por recursos provenientes da arrecadação de contribuições dos segurados.
 e)  60% (sessenta por cento), não sendo computadas as despesas relativas a incentivos à demissão voluntária e nem as despesas com inativos, custeadas por recursos provenientes da arrecadação de contribuições dos segurados.",E
199,afo,Questão 20:, Despesas com Pessoal e Seguridade Social na LRF (arts. 18 a 24),"Nos termos da Lei de Responsabilidade Fiscal (Lei Complementar nº 101/2000), em cada período de apuração, os percentuais da despesa total com pessoal de um município sobre a receita corrente líquida e o mesmo percentual correspondente ao pessoal do poder executivo não poderão exceder, respectivamente:"," a)  40% e 34%.
 b)  50% e 44%.
 c)  60% e 54%.
 d)  70% e 64%.
 e)  80% e 74%.",C
200,afo,Questão 21:, Despesas com Pessoal e Seguridade Social na LRF (arts. 18 a 24),"Uma entidade pública estadual, necessita calcular o valor, em reais, do limite da despesa total com pessoal, em um determinado período de apuração. Para tanto, sabe-se que a receita corrente líquida do período foi de R$ 150.000.000,00. Em face do exposto, o cálculo do valor do limite de despesa total com o poder judiciário estadual é:"," a)  3.000.000,00.
 b)  4.500.000,00.
 c)  9.000.000,00.
 d)  9.500.000,00.
 e)  12.000.000,00.",C
201,afo,Questão 22:, Despesas com Pessoal e Seguridade Social na LRF (arts. 18 a 24),"A Prefeitura Municipal identificou, no seu período de apuração, uma Receita Corrente Líquida equivalente a trinta e cinco milhões de reais. Dessa forma, em obediência as determinações da Lei de Responsabilidade Fiscal, a despesa com pessoal poderá ser até"," a)  R$ 3,5 milhões.
 b)  R$ 14 milhões.
 c)  R$ 17,5 milhões.
 d)  R$ 19,2 milhões.
 e)  R$ 21 milhões.",E
202,afo,Questão 23:, Despesas com Pessoal e Seguridade Social na LRF (arts. 18 a 24),"Considerando que um município apresente uma receita corrente líquida da ordem de R$ 750.000.000,00, qual será o valor, em Reais, da despesa total com pessoal para o período de apuração, respeitando os limites impostos pela legislação em vigor?"," a)  300.000.000.
 b)  337.500.000.
 c)  375.000.000.
 d)  412.500.000.
 e)  450.000.000.",E
203,afo,Questão 24:, Despesas com Pessoal e Seguridade Social na LRF (arts. 18 a 24),"O Município “A” possui legislação devidamente aprovada há anos na qual prevê benefício assistencial a famílias em condição de pobreza extrema. A legislação em questão prevê que anualmente o valor do benefício seja reajustado a fim apenas de preservar o seu valor real.
  É correto afirmar, com base na legislação nacional, que, para que possa ser concedido e pago o referido reajuste anual ao benefício, é condição inafastável"," a)  a estimativa de impacto do reajuste no ano em que deva entrar em vigor e nos três anos subsequentes.
 b)  prévia declaração do ordenador da despesa de que o reajuste não prejudica o atingimento das metas fiscais fixadas na lei de diretrizes orçamentárias.
 c)  a apresentação de contrapartida em valor equivalente ao do reajuste, na forma de anulação de despesa ou de elevação de receita tributária.
 d)  a existência de dotação orçamentária em montante suficiente e o prévio empenho da despesa.
 e)  a confirmação de aumento equivalente da receita corrente líquida municipal nos doze meses imediatamente anteriores à aplicação do reajuste.",D
204,afo,Questão 25:, Despesas com Pessoal e Seguridade Social na LRF (arts. 18 a 24),"Um determinado Município hipoteticamente apresentou uma receita corrente líquida de apuração da ordem de R$ 850 bilhões. Nesse caso específico e respeitando o determinado na Lei de Responsabilidade Fiscal, indique o limite máximo de despesa total com pessoal em que esse ente da Federação poderá incorrer em R$ bilhões.
 a)  255.
 b)  340.
 c)  425.
 d)  510.
 e)  595."," a)  255.
 b)  340.
 c)  425.
 d)  510.
 e)  595.",D
205,afo,Questão 26:, Despesas com Pessoal e Seguridade Social na LRF (arts. 18 a 24),"Em um determinado período de apuração, a receita orçamentária e a receita corrente líquida de um determinado Estado da Federação foram R$ 300 milhões e R$ 270 milhões, respectivamente. Tendo como referência as regras estabelecidas na Lei Complementar no 101/2000 (LRF),
as despesas com pessoal do Poder Legislativo não poderiam ultrapassar
 a)  R$ 5,4 milhões.
 b)  R$ 10,3 milhões.
 c)  R$ 16,2 milhões.
 d)  R$ 132,3 milhões.
 e)  R$ 8,1 milhões."," a)  R$ 5,4 milhões.
 b)  R$ 10,3 milhões.
 c)  R$ 16,2 milhões.
 d)  R$ 132,3 milhões.
 e)  R$ 8,1 milhões.",E
206,afo,Questão 27:, Despesas com Pessoal e Seguridade Social na LRF (arts. 18 a 24),"De acordo com a Lei de Responsabilidade Fiscal, no seu
art. 22, parágrafo único, há um limite prudencial para despesas
com pessoal, que proíbe concessão de reajuste ou
adequação de remuneração, bem como, contratação de
hora extra. O limite municipal é:
 a)  Executivo, 50% da RCL; Legislativo, 6% da RCL.
 b)  Executivo, 37,5% da RCL; Legislativo, 4,5% da RCL.
 c)  Executivo, 47,5% da RCL; Legislativo, 3% da RCL.
 d)  Executivo, 49,0% da RCL; Legislativo, 4% da RCL.
 e)  Executivo, 51,30% da RCL; Legislativo, 5,7% da RCL."," a)  Executivo, 50% da RCL; Legislativo, 6% da RCL.
 b)  Executivo, 37,5% da RCL; Legislativo, 4,5% da RCL.
 c)  Executivo, 47,5% da RCL; Legislativo, 3% da RCL.
 d)  Executivo, 49,0% da RCL; Legislativo, 4% da RCL.
 e)  Executivo, 51,30% da RCL; Legislativo, 5,7% da RCL.",E
207,afo,Questão 28:, Despesas com Pessoal e Seguridade Social na LRF (arts. 18 a 24),"Na repartição dos limites globais relativos a gastos com despesa total com pessoal impostos pela LC 101/00, no caso da esfera estadual, indique o percentual que é destinado ao poder executivo."," a)  33%
 b)  46%
 c)  49%
 d)  50%
 e)  60%",C
208,afo,Questão 29:, Despesas com Pessoal e Seguridade Social na LRF (arts. 18 a 24),A Lei de Responsabilidade Fiscal," a)  instituiu o Plano Plurianual e a Lei de Diretrizes Orçamentárias.
 b)  define a classificação das receitas e despesas em correntes e de capital.
 c)  estipula limite de gastos com pessoal para a administração pública.
 d)  estabelece as diretrizes, objetivos e metas a serem seguidos pelo Governo.
 e)  estabelece diretrizes para a confecção da Lei Orçamentária Anual.",C
